x_coordinate,y_coordinate,radius
25.276011973179614,3.1887138184990893,2.6
29.35319493482882,-0.4110868045560996,2.6
29.35319493482882,49.5889131954439,2.6
30.506487695001585,4.74555995609117,2.6
21.267775289244238,6.854565609832104,2.6
21.606386057059368,-0.8281897874955013,2.6
21.606386057059368,49.1718102125045,2.6
26.238870159081824,8.515730754684968,2.6
27.318275250663447,13.837965898479418,2.6
22.2671355349977,12.257007697158436,2.6
31.384129902734905,10.113636336627714,2.6
16.255706160135848,50.11520535624002,2.6
16.255706160135848,0.11520535624001838,2.6
19.874582097893356,44.0104636173154,2.6
25.42774315995935,45.36454340785213,2.6
35.70977817280484,6.394606849562665,2.6
34.51771477049458,1.1271349096290417,2.6
34.51771477049458,51.12713490962904,2.6
37.299323916273075,11.54997334968808,2.6
41.062291961448295,5.383001449932192,2.6
43.11987124700815,0.3462393284401646,2.6
43.11987124700815,50.34623932844016,2.6
42.42986206811575,10.599819080038618,2.6
46.31396318037559,6.672569029113569,2.6
10.987755353030106,51.38786729042132,2.6
10.987755353030106,1.387867290421319,2.6
30.554538676228418,44.28706477392128,2.6
24.43486212490052,18.39219662519305,2.6
30.597858971725763,18.132919750659596,2.6
24.943427764980278,39.979503764096485,2.6
43.75995309372616,44.9920068570407,2.6
48.452452122185534,51.20280133357142,2.6
-1.5475478778144662,51.20280133357142,2.6
48.452452122185534,1.202801333571422,2.6
-1.5475478778144662,1.202801333571422,2.6
36.2954614702303,16.900758327872133,2.6
16.845774448494588,11.78060777622291,2.6
19.434696912647887,16.88588516693019,2.6
30.807832067128484,23.52943806131174,2.6
34.50471528619884,40.59671521571892,2.6
35.720960603527324,45.815853514670636,2.6
32.9036838835757,35.397352423921205,2.6
39.358359336576946,38.19516461580853,2.6
5.594875066075853,51.57766382617564,2.6
5.594875066075853,1.5776638261756375,2.6
15.75099873215687,6.461981489617868,2.6
12.425205578845183,14.906023965572182,2.6
10.403188990140993,7.416550252997899,2.6
37.52519945360478,32.56055829306503,2.6
27.510508023362377,34.82610148486577,2.6
0.7524576821526123,46.290283294361274,2.6
50.75245768215261,46.290283294361274,2.6
46.154764505915104,14.536547040237323,2.6
25.45594331894112,23.678757131209288,2.6
20.46016790240796,22.044927062008824,2.6
36.764026171770816,26.64159662980846,2.6
27.204286100529806,28.883673598767,2.6
44.55381798908821,39.65218576818809,2.6
51.56332072941676,5.609217281961408,2.6
1.563320729416759,5.609217281961408,2.6
51.59121902590114,14.882408083810674,2.6
1.5912190259011396,14.882408083810674,2.6
42.50793882688348,18.511605764671472,2.6
48.454458736336285,19.43893684982399,2.6
-1.545541263663715,19.43893684982399,2.6
0.7641032634470886,24.300593556921715,2.6
50.76410326344709,24.300593556921715,2.6
3.8566953331529943,19.608887952294133,2.6
50.6631340355012,40.890595255301086,2.6
0.6631340355012014,40.890595255301086,2.6
44.93487032496999,23.558882338658847,2.6
5.957901598281092,36.83688823231629,2.6
-0.7887288836850743,30.21542542927178,2.6
49.211271116314926,30.21542542927178,2.6
14.79507506431198,19.636240409914258,2.6
9.274724142315778,19.444537849036596,2.6
5.974733538953435,24.55977685809467,2.6
22.931317747255534,31.90949061791843,2.6
7.828283959004721,12.087091836950444,2.6
5.898546197532352,44.53343708627591,2.6
9.572029662677403,28.604821944004662,2.6
42.24632582660659,28.27382287713323,2.6
16.15714838253962,25.348386555208165,2.6
11.009320242933708,34.94989436275618,2.6
10.019486108975565,40.414343409826,2.6
18.82249874085501,38.679157330648245,2.6
14.392473462357227,30.69134315746969,2.6
